"","year","id.land.use","land.use","Hutan.lahan.kering.primer","Hutan.lahan.kering.sekunder...bekas.tebangan","Hutan.rawa.primer","Hutan.rawa.sekunder","Hutan.mangrove.primer","Hutan.mangrove.sekunder","Hutan.tanaman","Perkebunan","Semak.belukar","Semak.belukar.rawa","Savanna...Padang.rumput","Pertanian.lahan.kering","Pertanian.lahan.kering..campur.semak...kebun.campur","Sawah","Tambak","Pemukiman","Transmigrasi","Lahan.terbuka","Pertambangan","Tubuh.air","Rawa","Awan","Bandara"
"Lahan.terbuka",2016,"18","Lahan.terbuka",0,0,0,0,0,0,398.204228710983,0,0,0,0,0,1914.39577128893,0,0,0,0,9250.40000000004,0,0,0,0,0
"Pertambangan",2016,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,332.599999999966,0,0,0,0,0,0,1330.40000000003,0,0,0,0
"Tubuh.air",2016,"20","Tubuh.air",0,0,0,0,0,0,0,5811.90175798415,0,0,0,302.498242015638,0,0,0,0,0,0,0,24457.6,0,0,0
"Rawa",2016,"21","Rawa",0,0,0,0,0,0.648839388335546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3511606116899,0,0
"Awan",2016,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara",2016,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,83.5999999998248,0,0,0,0,0,0,0,0,0,0,334.400000000028
"Hutan.lahan.kering.primer1",2017,"1","Hutan.lahan.kering.primer",13164.3642016453,0,0,0,0,0,0,0,0,0,0,0,394.234175206093,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan1",2017,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,128134.54893549,0,0,0,0,0,0,0,0,0,20889.0371145579,13750.6039452863,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer1",2017,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder1",2017,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer1",2017,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder1",2017,"6","Hutan.mangrove.sekunder",0,0,0,0,0,1044.50346752351,0,0,0,0,0,0,0,0,0,44.0797438918526,0,0,0,0,0,0,0
"Hutan.tanaman1",2017,"7","Hutan.tanaman",0,0,0,0,0,0,360604.063892502,0,0,0,0,33641.3760803399,27077.7955157711,32581.2095574896,0,0,0,0,0,0,0,0,0
"Perkebunan1",2017,"8","Perkebunan",0,0,0,0,0,0,0,131636.753722562,0,0,0,12499.0421070006,7741.3365617045,12670.747819615,0,0,0,0,0,0,0,0,0
"Semak.belukar1",2017,"9","Semak.belukar",0,0,0,0,0,0,0,0,2691.05066577265,0,0,0,692.111607094751,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa1",2017,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput1",2017,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering1",2017,"12","Pertanian.lahan.kering",0,0,0,0,0,0,53600.0273266741,0,0,0,0,719887.434985104,48666.879974649,53951.965765284,8234.34162171865,14163.09494746,0,0,0,1614.33978828949,0,0,27.4312632306101
"Pertanian.lahan.kering..campur.semak...kebun.campur1",2017,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,29948.3608206258,0,0,0,0,2949.16714409861,3034.61773823519,0,0,0,52539.056739175,606024.050755501,50312.1038937279,0,12810.817334301,0,0,0,0,0,0,0
"Sawah1",2017,"14","Sawah",0,0,0,0,0,0,21256.1877048528,17444.1087765066,588.374664578019,0,0,58826.4983646079,52201.2479251964,702037.7163246,1922.88829910235,17951.3863806928,0,1851.40386362898,377.471230826166,3089.86187115853,0,0,0
"Tambak1",2017,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,13575.1027132831,54300.410853133,0,0,0,0,0,0,0,0
"Pemukiman1",2017,"16","Pemukiman",0,0,0,0,0,0,4998.64670753593,0,0,0,0,21363.4181628849,15048.236405094,17854.6971661037,0,237052.370743898,0,0,0,0,0,0,0
"Transmigrasi1",2017,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka1",2017,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,2241.14733480044,0,0,0,0,8964.58933920109,0,0,0,0,0
"Pertambangan1",2017,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,335.078360393234,0,0,0,0,0,0,1340.31344157266,0,0,0,0
"Tubuh.air1",2017,"20","Tubuh.air",0,0,0,0,0,0,0,5195.28477886277,0,0,0,691.553739879823,0,0,0,0,0,0,0,23547.35407497,0,0,0
"Rawa1",2017,"21","Rawa",0,0,0,0,0,0.707827803622422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6433328080002,0,0
"Awan1",2017,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara1",2017,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,73.1500800992585,0,0,0,0,0,0,0,0,0,0,292.600320397862
"Hutan.lahan.kering.primer2",2018,"1","Hutan.lahan.kering.primer",12712.9678921003,0,0,0,0,0,0,0,0,0,0,0,451.396309544831,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan2",2018,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,124441.610408814,0,0,0,0,0,0,0,0,0,20474.6347787549,13166.6645685469,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer2",2018,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder2",2018,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer2",2018,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder2",2018,"6","Hutan.mangrove.sekunder",0,0,0,0,0,998.86123958126,0,0,0,0,0,0,0,0,0,46.3500557461266,0,0,0,0,0,0,0
"Hutan.tanaman2",2018,"7","Hutan.tanaman",0,0,0,0,0,0,352265.244288337,0,0,0,0,33246.0069890937,26556.1598215533,31340.6816766789,0,0,0,0,0,0,0,0,0
"Perkebunan2",2018,"8","Perkebunan",0,0,0,0,0,0,0,125847.129758233,0,0,0,12321.9591643255,7467.30734572527,11674.3687478834,0,0,0,0,0,0,0,0,0
"Semak.belukar2",2018,"9","Semak.belukar",0,0,0,0,0,0,0,0,2608.53574461027,0,0,0,670.8895857399,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa2",2018,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput2",2018,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering2",2018,"12","Pertanian.lahan.kering",0,0,0,0,0,0,53374.016814588,0,0,0,0,736362.298806816,51555.7994359799,56105.4871504326,8179.26990460379,13372.2116033683,0,0,0,1772.55963569439,0,0,24.0023825590615
"Pertanian.lahan.kering..campur.semak...kebun.campur2",2018,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,28272.677804585,0,0,0,0,3526.59962688157,3209.92850439337,0,0,0,55465.3257701394,618998.117515956,52381.5601554915,0,11983.434822857,0,0,0,0,0,0,0
"Sawah2",2018,"14","Sawah",0,0,0,0,0,0,21173.4311900858,16798.0970675589,553.141929181082,0,0,61124.3961400175,54389.746296481,706386.834592083,1294.03769326862,16529.734825059,0,1717.18971925897,418.436907169635,2598.49687994001,0,0,0
"Tambak2",2018,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,12891.5281547908,51566.1126191634,0,0,0,0,0,0,0,0
"Pemukiman2",2018,"16","Pemukiman",0,0,0,0,0,0,1973.63382014415,0,0,0,0,21732.5617999555,15324.2371386167,17375.3681223904,0,225615.948269137,0,0,0,0,0,0,0
"Transmigrasi2",2018,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka2",2018,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,2163.19864056613,0,0,0,0,8652.7945622638,0,0,0,0,0
"Pertambangan2",2018,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,343.556934479774,0,0,0,0,0,0,1374.22773791938,0,0,0,0
"Tubuh.air2",2018,"20","Tubuh.air",0,0,0,0,0,0,0,4643.68267898161,0,0,0,1006.62846790205,0,0,0,0,0,0,0,22601.2445875346,0,0,0
"Rawa2",2018,"21","Rawa",0,0,0,0,0,0.810013608077497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8333192001883,0,0
"Awan2",2018,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara2",2018,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,64.006316725895,0,0,0,0,0,0,0,0,0,0,256.025266902713
"Hutan.lahan.kering.primer3",2019,"1","Hutan.lahan.kering.primer",12208.8240792142,0,0,0,0,0,0,0,0,0,0,0,504.143812885854,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan3",2019,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,120215.474190282,0,0,0,0,0,0,0,0,0,19975.9244362938,12522.8895868227,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer3",2019,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder3",2019,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer3",2019,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder3",2019,"6","Hutan.mangrove.sekunder",0,0,0,0,0,951.237338056926,0,0,0,0,0,0,0,0,0,48.4339151324093,0,0,0,0,0,0,0
"Hutan.tanaman3",2019,"7","Hutan.tanaman",0,0,0,0,0,0,343450.696719395,0,0,0,0,32814.9846501557,26021.9556703639,30025.2887001219,0,0,0,0,0,0,0,0,0
"Perkebunan3",2019,"8","Perkebunan",0,0,0,0,0,0,0,120397.652337756,0,0,0,12176.8376761339,7251.16286211471,10673.1851331628,0,0,0,0,0,0,0,0,0
"Semak.belukar3",2019,"9","Semak.belukar",0,0,0,0,0,0,0,0,2514.87635613857,0,0,0,646.801317652555,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa3",2019,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput3",2019,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering3",2019,"12","Pertanian.lahan.kering",0,0,0,0,0,0,52811.3208950537,0,35.5202709087316,0,0,753473.439743281,54699.2000106939,58448.1525295071,8111.60866132606,12502.2082386013,0,0,120.692018156755,1918.23071432846,0,0,21.0020863522659
"Pertanian.lahan.kering..campur.semak...kebun.campur3",2019,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,26504.7239183406,0,0,0,0,3706.35154201106,3433.11513679451,0,0,0,58703.4932774774,632521.242560529,54715.60322271,0,11158.9870008473,0,0,0,0,0,0,0
"Sawah3",2019,"14","Sawah",0,0,0,0,0,0,20655.7478314885,16202.2888073394,480.527819215458,0,0,63671.2087144946,56847.1849012637,710524.6628798,680.531417961312,15059.7479623615,0,1576.29763280979,348.996909793721,2108.63372322293,0,0,0
"Tambak3",2019,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,12207.8840434068,48831.5361736283,0,0,0,0,0,0,0,0
"Pemukiman3",2019,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,21751.3013226401,15262.4987103032,16497.1124617375,0,214036.767081487,0,0,0,0,0,0,0
"Transmigrasi3",2019,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka3",2019,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,2073.99685630497,0,0,0,0,8295.98742521847,0,0,0,0,0
"Pertambangan3",2019,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,358.532929017883,0,0,0,0,0,0,1434.13171607104,0,0,0,0
"Tubuh.air3",2019,"20","Tubuh.air",0,0,0,0,0,0,0,4006.23431038641,0,0,0,1388.22591024694,0,0,0,0,0,0,0,21577.840882535,0,0,0
"Rawa3",2019,"21","Rawa",0,0,0,0,0,0.903890313442389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9294288868768,0,0
"Awan3",2019,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara3",2019,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,56.0055298923871,0,0,0,0,0,0,0,0,0,0,224.022119569447
"Hutan.lahan.kering.primer4",2020,"1","Hutan.lahan.kering.primer",11653.5576485598,0,0,0,0,0,0,0,0,0,0,0,555.266430654647,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan4",2020,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,115496.974089768,0,0,0,0,0,0,0,0,0,19385.0437664844,11838.1802523706,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer4",2020,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder4",2020,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer4",2020,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder4",2020,"6","Hutan.mangrove.sekunder",0,0,0,0,0,901.650294771141,0,0,0,0,0,0,0,0,0,50.4909335996417,0,0,0,0,0,0,0
"Hutan.tanaman4",2020,"7","Hutan.tanaman",0,0,0,0,0,0,334164.530910561,0,0,0,0,32332.1978148041,25483.0978315964,28644.2904309874,0,0,0,0,0,0,0,0,0
"Perkebunan4",2020,"8","Perkebunan",0,0,0,0,0,0,0,115230.075269083,0,0,0,12042.2328183789,7095.78461337528,9671.19789143883,0,0,0,0,0,0,0,0,0
"Semak.belukar4",2020,"9","Semak.belukar",0,0,0,0,0,0,0,0,2410.87201593431,0,0,0,620.052430327712,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa4",2020,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput4",2020,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering4",2020,"12","Pertanian.lahan.kering",0,0,0,0,0,0,51651.5861411946,0,296.547052918002,0,0,771250.64849063,58200.4254409662,61083.7256128893,7989.53720337887,11481.9150664654,0,0,392.164918778813,2005.02743537619,0,0,18.3768270372238
"Pertanian.lahan.kering..campur.semak...kebun.campur4",2020,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,24622.9422007351,0,0,0,0,3155.2631499647,3718.64726705365,0,0,0,62412.6149496145,646605.652057592,57491.2996599329,0,10344.6570040417,0,0,0,0,0,0,0
"Sawah4",2020,"14","Sawah",0,0,0,0,0,0,19388.6966557409,15727.8619949877,180.138377597134,0,0,66639.0109783473,59766.2726605423,714473.511176359,117.322538553322,13569.1343800618,0,1426.62010773041,141.371370554021,1661.94872997434,0,0,0
"Tambak4",2020,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,11524.7352505829,46098.9410023324,0,0,0,0,0,0,0,0
"Pemukiman4",2020,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,21095.2568638477,14554.2136875868,14913.0590199294,0,202243.614627065,0,0,0,0,0,0,0
"Transmigrasi4",2020,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka4",2020,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1974.45701160561,0,0,0,0,7897.82804642283,0,0,0,0,0
"Pertambangan4",2020,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,380.764128804523,0,0,0,0,0,0,1523.0565152174,0,0,0,0
"Tubuh.air4",2020,"20","Tubuh.air",0,0,0,0,0,0,0,3236.96860800376,0,0,0,1883.97245601399,0,0,0,0,0,0,0,20483.7642560691,0,0,0
"Rawa4",2020,"21","Rawa",0,0,0,0,0,0.994947243865681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9344816429984,0,0
"Awan4",2020,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara4",2020,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,49.0048411839712,0,0,0,0,0,0,0,0,0,0,196.019364737462
"Hutan.lahan.kering.primer5",2021,"1","Hutan.lahan.kering.primer",11048.0702964399,0,0,0,0,0,0,0,0,0,0,0,605.487352119777,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan5",2021,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,110301.284689402,0,0,0,0,0,0,0,0,0,18745.3185763632,11073.3130247373,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer5",2021,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder5",2021,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer5",2021,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder5",2021,"6","Hutan.mangrove.sekunder",0,0,0,0,0,850.084863067437,0,0,0,0,0,0,0,0,0,52.5603789478337,0,0,0,0,0,0,0
"Hutan.tanaman5",2021,"7","Hutan.tanaman",0,0,0,0,0,0,324421.372941827,0,0,0,0,31862.3147554187,24927.1877287675,27149.2014314472,0,0,0,0,0,0,0,0,0
"Perkebunan5",2021,"8","Perkebunan",0,0,0,0,0,0,0,110329.543026094,0,0,0,11981.1103723886,6985.65604005212,8617.24370059465,0,0,0,0,0,0,0,0,0
"Semak.belukar5",2021,"9","Semak.belukar",0,0,0,0,0,0,0,0,2296.83437032931,0,0,0,590.723076119532,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa5",2021,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput5",2021,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering5",2021,"12","Pertanian.lahan.kering",0,0,0,0,0,0,50551.5252061183,0,434.957480888275,0,0,789725.406483263,61993.5451495638,63906.823978916,7415.23465352756,10567.3580413272,0,0,612.918123071373,2246.89826641946,0,0,16.0797250137257
"Pertanian.lahan.kering..campur.semak...kebun.campur5",2021,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,22622.8560718141,0,0,0,0,2597.98896507447,4106.25750770833,0,0,0,66293.5511728529,661277.806389955,60308.7654746528,0,9486.17683455968,0,0,0,0,0,0,0
"Sawah5",2021,"14","Sawah",0,0,0,0,0,0,17958.8752683219,15199.04232946,0,0,0,69593.1606598362,62643.3366666929,718241.455233696,0,11854.6897543968,0,1267.76838528738,0,1043.49074442845,0,0,0
"Tambak5",2021,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,10841.1601488527,43364.6405954116,0,0,0,0,0,0,0,0
"Pemukiman5",2021,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,20469.0635447378,13843.2699555244,13226.8518574989,0,190150.626653473,0,0,0,0,0,0,0
"Transmigrasi5",2021,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka5",2021,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1864.88963083057,0,0,0,0,7459.55852332254,0,0,0,0,0
"Pertambangan5",2021,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,411.318560910067,0,0,0,0,0,0,1645.27424364054,0,0,0,0
"Tubuh.air5",2021,"20","Tubuh.air",0,0,0,0,0,0,0,2469.20689850454,0,0,0,2360.94118577942,0,0,0,0,0,0,0,19320.5923371361,0,0,0
"Rawa5",2021,"21","Rawa",0,0,0,0,0,1.08445439365823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8500272490601,0,0
"Awan5",2021,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara5",2021,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,42.8792383549257,0,0,0,0,0,0,0,0,0,0,171.51695341969
"Hutan.lahan.kering.primer6",2022,"1","Hutan.lahan.kering.primer",10392.6655500762,0,0,0,0,0,0,0,0,0,0,0,655.404746363614,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan6",2022,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,104636.82737149,0,0,0,0,0,0,0,0,0,18052.9184833973,10234.3949063278,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer6",2022,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder6",2022,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer6",2022,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder6",2022,"6","Hutan.mangrove.sekunder",0,0,0,0,0,796.495067403936,0,0,0,0,0,0,0,0,0,54.6742500578766,0,0,0,0,0,0,0
"Hutan.tanaman6",2022,"7","Hutan.tanaman",0,0,0,0,0,0,314228.338721513,0,0,0,0,31396.954509115,24355.9425406615,25548.5266100518,0,0,0,0,0,0,0,0,0
"Perkebunan6",2022,"8","Perkebunan",0,0,0,0,0,0,0,105681.995064029,0,0,0,11983.1628132239,6920.7719115993,7518.11997291569,0,0,0,0,0,0,0,0,0
"Semak.belukar6",2022,"9","Semak.belukar",0,0,0,0,0,0,0,0,2172.93457630689,0,0,0,558.857274910201,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa6",2022,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput6",2022,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
